method,classifier,C,gamma,seed,fold,OA,macro_F1,kappa
SNV,rbf_svm,0.100000,0.01,46,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,0.1,46,2,0.564103,0.600849,0.496201
SNV,rbf_svm,0.100000,1,46,2,0.076923,0.023810,0.000000
SNV,rbf_svm,0.100000,10,46,2,0.076923,0.023810,0.000000
SNV,rbf_svm,1.000000,0.001,46,2,0.256410,0.068027,0.000000
SNV,rbf_svm,1.000000,0.01,46,2,0.897436,0.897884,0.873068
SNV,rbf_svm,1.000000,0.1,46,2,0.923077,0.938150,0.903465
SNV,rbf_svm,1.000000,1,46,2,0.538462,0.430952,0.374889
SNV,rbf_svm,1.000000,10,46,2,0.256410,0.068027,0.000000
SNV,rbf_svm,10.000000,0.001,46,2,0.871795,0.874339,0.842105
SNV,rbf_svm,10.000000,0.01,46,2,0.897436,0.913896,0.872340
SNV,rbf_svm,10.000000,0.1,46,2,0.923077,0.938150,0.903465
SNV,rbf_svm,10.000000,1,46,2,0.589744,0.483746,0.447298
SNV,rbf_svm,10.000000,10,46,2,0.333333,0.131944,0.073126
SNV,rbf_svm,100.000000,0.001,46,2,0.897436,0.897884,0.873068
SNV,rbf_svm,100.000000,0.01,46,2,0.923077,0.936843,0.903545
SNV,rbf_svm,100.000000,0.1,46,2,0.923077,0.938150,0.903465
SNV,rbf_svm,100.000000,1,46,2,0.589744,0.483746,0.447298
SNV,rbf_svm,100.000000,10,46,2,0.333333,0.131944,0.073126
USP,svm,0.010000,scale,46,3,0.815789,0.794928,0.769497
USP,svm,0.100000,scale,46,3,0.947368,0.957672,0.934142
USP,svm,1.000000,scale,46,3,0.973684,0.978408,0.966957
USP,svm,10.000000,scale,46,3,1.000000,1.000000,1.000000
USP,svm,100.000000,scale,46,3,1.000000,1.000000,1.000000
USP,rbf_svm,0.100000,0.001,46,3,0.078947,0.024390,0.000000
USP,rbf_svm,0.100000,0.01,46,3,0.289474,0.212632,0.188291
USP,rbf_svm,0.100000,0.1,46,3,0.921053,0.925926,0.901893
USP,rbf_svm,0.100000,1,46,3,0.394737,0.433028,0.284193
USP,rbf_svm,0.100000,10,46,3,0.078947,0.024390,0.000000
USP,rbf_svm,1.000000,0.001,46,3,0.263158,0.182644,0.157561
USP,rbf_svm,1.000000,0.01,46,3,0.921053,0.925926,0.901893
USP,rbf_svm,1.000000,0.1,46,3,0.947368,0.946662,0.934370
USP,rbf_svm,1.000000,1,46,3,0.921053,0.931363,0.899736
USP,rbf_svm,1.000000,10,46,3,0.552632,0.467339,0.402405
USP,rbf_svm,10.000000,0.001,46,3,0.921053,0.925926,0.901893
USP,rbf_svm,10.000000,0.01,46,3,0.947368,0.957672,0.934142
USP,rbf_svm,10.000000,0.1,46,3,1.000000,1.000000,1.000000
USP,rbf_svm,10.000000,1,46,3,0.921053,0.931363,0.899736
USP,rbf_svm,10.000000,10,46,3,0.631579,0.504388,0.506494
USP,rbf_svm,100.000000,0.001,46,3,0.947368,0.957672,0.934142
USP,rbf_svm,100.000000,0.01,46,3,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.1,46,3,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,1,46,3,0.921053,0.931363,0.899736
USP,rbf_svm,100.000000,10,46,3,0.631579,0.504388,0.506494
SNV,svm,0.010000,scale,46,3,0.894737,0.890086,0.868284
SNV,svm,0.100000,scale,46,3,0.921053,0.925926,0.901893
SNV,svm,1.000000,scale,46,3,0.921053,0.925926,0.901893
SNV,svm,10.000000,scale,46,3,0.973684,0.968254,0.967071
SNV,svm,100.000000,scale,46,3,0.973684,0.968254,0.967071
SNV,rbf_svm,0.100000,0.001,46,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,0.01,46,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,0.1,46,3,0.552632,0.587176,0.480290
SNV,rbf_svm,0.100000,1,46,3,0.078947,0.024390,0.000000
SNV,rbf_svm,0.100000,10,46,3,0.078947,0.024390,0.000000
SNV,rbf_svm,1.000000,0.001,46,3,0.368421,0.212698,0.170909
SNV,rbf_svm,1.000000,0.01,46,3,0.921053,0.925926,0.901893
SNV,rbf_svm,1.000000,0.1,46,3,0.973684,0.959420,0.966608
SNV,rbf_svm,1.000000,1,46,3,0.684211,0.659034,0.580882
SNV,rbf_svm,1.000000,10,46,3,0.263158,0.069444,0.000000
SNV,rbf_svm,10.000000,0.001,46,3,0.921053,0.925926,0.901893
SNV,rbf_svm,10.000000,0.01,46,3,0.921053,0.925926,0.901893
SNV,rbf_svm,10.000000,0.1,46,3,0.973684,0.959420,0.966608
SNV,rbf_svm,10.000000,1,46,3,0.763158,0.702365,0.686526
SNV,rbf_svm,10.000000,10,46,3,0.394737,0.176720,0.151456
SNV,rbf_svm,100.000000,0.001,46,3,0.921053,0.925926,0.901893
SNV,rbf_svm,100.000000,0.01,46,3,0.973684,0.968254,0.967071
SNV,rbf_svm,100.000000,0.1,46,3,0.973684,0.959420,0.966608
SNV,rbf_svm,100.000000,1,46,3,0.763158,0.702365,0.686526
SNV,rbf_svm,100.000000,10,46,3,0.394737,0.176720,0.151456
USP,svm,0.010000,scale,46,4,0.921053,0.913370,0.901554
USP,svm,0.100000,scale,46,4,1.000000,1.000000,1.000000
USP,svm,1.000000,scale,46,4,1.000000,1.000000,1.000000
USP,svm,10.000000,scale,46,4,1.000000,1.000000,1.000000
USP,svm,100.000000,scale,46,4,1.000000,1.000000,1.000000
USP,rbf_svm,0.100000,0.001,46,4,0.315789,0.153846,0.183471
USP,rbf_svm,0.100000,0.01,46,4,0.315789,0.151111,0.178037
USP,rbf_svm,0.100000,0.1,46,4,0.947368,0.934921,0.934085
USP,rbf_svm,0.100000,1,46,4,0.368421,0.260013,0.124760
USP,rbf_svm,0.100000,10,46,4,0.289474,0.074830,0.000000
USP,rbf_svm,1.000000,0.001,46,4,0.552632,0.321734,0.394564
USP,rbf_svm,1.000000,0.01,46,4,0.921053,0.920248,0.901042
USP,rbf_svm,1.000000,0.1,46,4,0.973684,0.957672,0.966841
USP,rbf_svm,1.000000,1,46,4,0.947368,0.953530,0.933216
USP,rbf_svm,1.000000,10,46,4,0.394737,0.225071,0.156371
USP,rbf_svm,10.000000,0.001,46,4,0.947368,0.962576,0.934028
USP,rbf_svm,10.000000,0.01,46,4,1.000000,1.000000,1.000000
USP,rbf_svm,10.000000,0.1,46,4,0.973684,0.957672,0.966841
USP,rbf_svm,10.000000,1,46,4,0.973684,0.968944,0.966637
USP,rbf_svm,10.000000,10,46,4,0.526316,0.306481,0.342939
USP,rbf_svm,100.000000,0.001,46,4,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.01,46,4,1.000000,1.000000,1.000000
USP,rbf_svm,100.000000,0.1,46,4,0.973684,0.957672,0.966841
USP,rbf_svm,100.000000,1,46,4,0.973684,0.968944,0.966637
USP,rbf_svm,100.000000,10,46,4,0.526316,0.306481,0.342939
SNV,svm,0.010000,scale,46,4,0.973684,0.957672,0.966841
SNV,svm,0.100000,scale,46,4,1.000000,1.000000,1.000000
SNV,svm,1.000000,scale,46,4,1.000000,1.000000,1.000000
SNV,svm,10.000000,scale,46,4,1.000000,1.000000,1.000000
SNV,svm,100.000000,scale,46,4,1.000000,1.000000,1.000000
SNV,rbf_svm,0.100000,0.001,46,4,0.368421,0.180340,0.163303
SNV,rbf_svm,0.100000,0.01,46,4,0.368421,0.180340,0.163303
SNV,rbf_svm,0.100000,0.1,46,4,0.973684,0.968254,0.966667
SNV,rbf_svm,0.100000,1,46,4,0.368421,0.246377,0.131429
SNV,rbf_svm,0.100000,10,46,4,0.289474,0.074830,0.000000
SNV,rbf_svm,1.000000,0.001,46,4,0.289474,0.074830,0.000000
SNV,rbf_svm,1.000000,0.01,46,4,1.000000,1.000000,1.000000
SNV,rbf_svm,1.000000,0.1,46,4,0.973684,0.968254,0.966667
SNV,rbf_svm,1.000000,1,46,4,0.736842,0.662573,0.656420
SNV,rbf_svm,1.000000,10,46,4,0.289474,0.074830,0.000000
SNV,rbf_svm,10.000000,0.001,46,4,1.000000,1.000000,1.000000
SNV,rbf_svm,10.000000,0.01,46,4,1.000000,1.000000,1.000000
SNV,rbf_svm,10.000000,0.1,46,4,0.973684,0.968254,0.966667
SNV,rbf_svm,10.000000,1,46,4,0.763158,0.676054,0.690498
SNV,rbf_svm,10.000000,10,46,4,0.394737,0.181686,0.174693
SNV,rbf_svm,100.000000,0.001,46,4,1.000000,1.000000,1.000000
SNV,rbf_svm,100.000000,0.01,46,4,1.000000,1.000000,1.000000
SNV,rbf_svm,100.000000,0.1,46,4,0.973684,0.968254,0.966667
SNV,rbf_svm,100.000000,1,46,4,0.763158,0.676054,0.690498
SNV,rbf_svm,100.000000,10,46,4,0.394737,0.181686,0.174693
