condition,method,repeat,seed,preprocess,variant,classifier,OA,macro_F1,kappa
Clear,Detrend,9,51,Detrend,A2_noPostSNV,svm,0.923077,0.941938,0.904334
Clear+BandShift,Detrend,9,51,Detrend,A2_noPostSNV,svm,0.358974,0.194526,0.239470
Clear,Detrend,9,51,Detrend,A2_noPostSNV,rbf_svm,0.897436,0.834848,0.870000
Clear+BandShift,Detrend,9,51,Detrend,A2_noPostSNV,rbf_svm,0.384615,0.227724,0.255370
Clear,Detrend,9,51,Detrend,A2_noPostSNV,rf,1.000000,1.000000,1.000000
Clear+BandShift,Detrend,9,51,Detrend,A2_noPostSNV,rf,0.897436,0.766667,0.871921
Clear,USP,10,52,none,A_postSNV,svm,0.974359,0.972710,0.968033
Clear+BandShift,USP,10,52,none,A_postSNV,svm,0.974359,0.972710,0.968033
Clear,USP,10,52,none,A_postSNV,rbf_svm,0.948718,0.958393,0.935537
Clear+BandShift,USP,10,52,none,A_postSNV,rbf_svm,0.948718,0.958393,0.935537
Clear,USP,10,52,none,A_postSNV,rf,0.871795,0.883069,0.836957
Clear+BandShift,USP,10,52,none,A_postSNV,rf,0.846154,0.848424,0.806452
Clear,SNV,10,52,SNV,A2_noPostSNV,svm,0.948718,0.960935,0.935484
Clear+BandShift,SNV,10,52,SNV,A2_noPostSNV,svm,0.589744,0.429304,0.496368
Clear,SNV,10,52,SNV,A2_noPostSNV,rbf_svm,0.974359,0.983982,0.967848
Clear+BandShift,SNV,10,52,SNV,A2_noPostSNV,rbf_svm,0.333333,0.171627,0.081522
Clear,SNV,10,52,SNV,A2_noPostSNV,rf,0.846154,0.848942,0.805486
Clear+BandShift,SNV,10,52,SNV,A2_noPostSNV,rf,0.871795,0.860967,0.838442
Clear,SG1,10,52,SG1,A2_noPostSNV,svm,0.820513,0.819300,0.771548
Clear+BandShift,SG1,10,52,SG1,A2_noPostSNV,svm,0.435897,0.225490,0.303571
Clear,SG1,10,52,SG1,A2_noPostSNV,rbf_svm,0.846154,0.856101,0.804348
Clear+BandShift,SG1,10,52,SG1,A2_noPostSNV,rbf_svm,0.307692,0.174675,0.179907
Clear,SG1,10,52,SG1,A2_noPostSNV,rf,0.820513,0.812198,0.770781
Clear+BandShift,SG1,10,52,SG1,A2_noPostSNV,rf,0.666667,0.559740,0.559896
Clear,EMSC,10,52,EMSC,A2_noPostSNV,svm,0.974359,0.976912,0.967769
Clear+BandShift,EMSC,10,52,EMSC,A2_noPostSNV,svm,0.820513,0.791794,0.775678
Clear,EMSC,10,52,EMSC,A2_noPostSNV,rbf_svm,0.948718,0.946945,0.935750
Clear+BandShift,EMSC,10,52,EMSC,A2_noPostSNV,rbf_svm,0.743590,0.637293,0.661752
Clear,EMSC,10,52,EMSC,A2_noPostSNV,rf,0.974359,0.977602,0.967742
Clear+BandShift,EMSC,10,52,EMSC,A2_noPostSNV,rf,0.846154,0.757071,0.803030
Clear,Detrend,10,52,Detrend,A2_noPostSNV,svm,0.871795,0.847619,0.837500
Clear+BandShift,Detrend,10,52,Detrend,A2_noPostSNV,svm,0.256410,0.149101,0.064516
Clear,Detrend,10,52,Detrend,A2_noPostSNV,rbf_svm,0.846154,0.813037,0.805162
Clear+BandShift,Detrend,10,52,Detrend,A2_noPostSNV,rbf_svm,0.358974,0.232804,0.232283
Clear,Detrend,10,52,Detrend,A2_noPostSNV,rf,0.948718,0.951515,0.935323
Clear+BandShift,Detrend,10,52,Detrend,A2_noPostSNV,rf,0.820513,0.750926,0.771165
Clear,USP,11,53,none,A_postSNV,svm,0.974359,0.979243,0.968007
Clear+BandShift,USP,11,53,none,A_postSNV,svm,0.974359,0.979243,0.968007
Clear,USP,11,53,none,A_postSNV,rbf_svm,0.897436,0.913896,0.872340
Clear+BandShift,USP,11,53,none,A_postSNV,rbf_svm,0.897436,0.913896,0.872340
Clear,USP,11,53,none,A_postSNV,rf,0.897436,0.902116,0.871287
Clear+BandShift,USP,11,53,none,A_postSNV,rf,0.871795,0.866277,0.840556
Clear,SNV,11,53,SNV,A2_noPostSNV,svm,0.897436,0.916330,0.873479
Clear+BandShift,SNV,11,53,SNV,A2_noPostSNV,svm,0.666667,0.575181,0.597938
Clear,SNV,11,53,SNV,A2_noPostSNV,rbf_svm,0.871795,0.862123,0.837905
Clear+BandShift,SNV,11,53,SNV,A2_noPostSNV,rbf_svm,0.282051,0.073333,0.000000
Clear,SNV,11,53,SNV,A2_noPostSNV,rf,0.820513,0.806878,0.774938
Clear+BandShift,SNV,11,53,SNV,A2_noPostSNV,rf,0.743590,0.623283,0.673093
Clear,SG1,11,53,SG1,A2_noPostSNV,svm,0.769231,0.624459,0.708472
Clear+BandShift,SG1,11,53,SG1,A2_noPostSNV,svm,0.205128,0.056738,-0.098093
Clear,SG1,11,53,SG1,A2_noPostSNV,rbf_svm,0.871795,0.853896,0.838710
Clear+BandShift,SG1,11,53,SG1,A2_noPostSNV,rbf_svm,0.205128,0.112079,0.075688
Clear,SG1,11,53,SG1,A2_noPostSNV,rf,0.846154,0.827652,0.808824
Clear+BandShift,SG1,11,53,SG1,A2_noPostSNV,rf,0.641026,0.474590,0.533732
Clear,EMSC,11,53,EMSC,A2_noPostSNV,svm,0.820513,0.832607,0.780016
Clear+BandShift,EMSC,11,53,EMSC,A2_noPostSNV,svm,0.692308,0.721260,0.627981
Clear,EMSC,11,53,EMSC,A2_noPostSNV,rbf_svm,0.871795,0.874557,0.839242
Clear+BandShift,EMSC,11,53,EMSC,A2_noPostSNV,rbf_svm,0.461538,0.340090,0.292746
Clear,EMSC,11,53,EMSC,A2_noPostSNV,rf,0.820513,0.823473,0.773444
Clear+BandShift,EMSC,11,53,EMSC,A2_noPostSNV,rf,0.743590,0.697619,0.681373
Clear,Detrend,11,53,Detrend,A2_noPostSNV,svm,0.846154,0.788889,0.807090
Clear+BandShift,Detrend,11,53,Detrend,A2_noPostSNV,svm,0.384615,0.239445,0.248193
Clear,Detrend,11,53,Detrend,A2_noPostSNV,rbf_svm,0.923077,0.931457,0.903386
Clear+BandShift,Detrend,11,53,Detrend,A2_noPostSNV,rbf_svm,0.358974,0.227806,0.221868
Clear,Detrend,11,53,Detrend,A2_noPostSNV,rf,0.974359,0.979243,0.968007
Clear+BandShift,Detrend,11,53,Detrend,A2_noPostSNV,rf,0.897436,0.855566,0.871711
Clear,USP,12,54,none,A_postSNV,svm,0.974359,0.972710,0.968033
Clear+BandShift,USP,12,54,none,A_postSNV,svm,0.974359,0.972710,0.968033
Clear,USP,12,54,none,A_postSNV,rbf_svm,0.974359,0.978408,0.967980
Clear+BandShift,USP,12,54,none,A_postSNV,rbf_svm,0.948718,0.936080,0.936066
Clear,USP,12,54,none,A_postSNV,rf,1.000000,1.000000,1.000000
Clear+BandShift,USP,12,54,none,A_postSNV,rf,1.000000,1.000000,1.000000
Clear,SNV,12,54,SNV,A2_noPostSNV,svm,0.923077,0.927391,0.904955
Clear+BandShift,SNV,12,54,SNV,A2_noPostSNV,svm,0.615385,0.439357,0.528226
Clear,SNV,12,54,SNV,A2_noPostSNV,rbf_svm,0.974359,0.983982,0.967848
Clear+BandShift,SNV,12,54,SNV,A2_noPostSNV,rbf_svm,0.358974,0.203014,0.121622
Clear,SNV,12,54,SNV,A2_noPostSNV,rf,1.000000,1.000000,1.000000
Clear+BandShift,SNV,12,54,SNV,A2_noPostSNV,rf,0.897436,0.791741,0.869347
Clear,SG1,12,54,SG1,A2_noPostSNV,svm,0.948718,0.944006,0.935270
Clear+BandShift,SG1,12,54,SG1,A2_noPostSNV,svm,0.230769,0.062500,-0.055957
Clear,SG1,12,54,SG1,A2_noPostSNV,rbf_svm,0.820513,0.809207,0.770395
Clear+BandShift,SG1,12,54,SG1,A2_noPostSNV,rbf_svm,0.179487,0.090965,0.050228
Clear,SG1,12,54,SG1,A2_noPostSNV,rf,0.897436,0.896118,0.871074
Clear+BandShift,SG1,12,54,SG1,A2_noPostSNV,rf,0.666667,0.559473,0.584085
Clear,EMSC,12,54,EMSC,A2_noPostSNV,svm,0.897436,0.923684,0.873068
Clear+BandShift,EMSC,12,54,EMSC,A2_noPostSNV,svm,0.743590,0.660504,0.682669
Clear,EMSC,12,54,EMSC,A2_noPostSNV,rbf_svm,0.948718,0.961415,0.935908
Clear+BandShift,EMSC,12,54,EMSC,A2_noPostSNV,rbf_svm,0.615385,0.459821,0.500853
Clear,EMSC,12,54,EMSC,A2_noPostSNV,rf,0.948718,0.928968,0.934946
Clear+BandShift,EMSC,12,54,EMSC,A2_noPostSNV,rf,0.923077,0.862302,0.902581
Clear,Detrend,12,54,Detrend,A2_noPostSNV,svm,0.923077,0.903261,0.902256
Clear+BandShift,Detrend,12,54,Detrend,A2_noPostSNV,svm,0.282051,0.109668,0.036187
Clear,Detrend,12,54,Detrend,A2_noPostSNV,rbf_svm,0.871795,0.840404,0.836547
Clear+BandShift,Detrend,12,54,Detrend,A2_noPostSNV,rbf_svm,0.358974,0.226462,0.218750
Clear,Detrend,12,54,Detrend,A2_noPostSNV,rf,0.948718,0.927277,0.935537
Clear+BandShift,Detrend,12,54,Detrend,A2_noPostSNV,rf,0.846154,0.763316,0.804837
Clear,USP,13,55,none,A_postSNV,svm,0.974359,0.979243,0.968007
Clear+BandShift,USP,13,55,none,A_postSNV,svm,0.948718,0.956349,0.935802
Clear,USP,13,55,none,A_postSNV,rbf_svm,0.974359,0.979243,0.968007
Clear+BandShift,USP,13,55,none,A_postSNV,rbf_svm,0.974359,0.979243,0.968007
Clear,USP,13,55,none,A_postSNV,rf,0.974359,0.979243,0.968007
Clear+BandShift,USP,13,55,none,A_postSNV,rf,0.974359,0.979243,0.968007
Clear,SNV,13,55,SNV,A2_noPostSNV,svm,0.974359,0.979243,0.968007
Clear+BandShift,SNV,13,55,SNV,A2_noPostSNV,svm,0.743590,0.623046,0.684721
Clear,SNV,13,55,SNV,A2_noPostSNV,rbf_svm,0.974359,0.979243,0.968007
Clear+BandShift,SNV,13,55,SNV,A2_noPostSNV,rbf_svm,0.410256,0.259933,0.196956
Clear,SNV,13,55,SNV,A2_noPostSNV,rf,0.974359,0.979243,0.968007
Clear+BandShift,SNV,13,55,SNV,A2_noPostSNV,rf,0.871795,0.768812,0.837500
Clear,SG1,13,55,SG1,A2_noPostSNV,svm,0.769231,0.740623,0.712059
Clear+BandShift,SG1,13,55,SG1,A2_noPostSNV,svm,0.230769,0.062500,-0.058824
Clear,SG1,13,55,SG1,A2_noPostSNV,rbf_svm,0.794872,0.752694,0.742362
Clear+BandShift,SG1,13,55,SG1,A2_noPostSNV,rbf_svm,0.179487,0.094017,0.039261
Clear,SG1,13,55,SG1,A2_noPostSNV,rf,0.923077,0.930616,0.903306
Clear+BandShift,SG1,13,55,SG1,A2_noPostSNV,rf,0.564103,0.482804,0.462723
Clear,EMSC,13,55,EMSC,A2_noPostSNV,svm,0.974359,0.979243,0.968007
Clear+BandShift,EMSC,13,55,EMSC,A2_noPostSNV,svm,0.769231,0.727020,0.718072
Clear,EMSC,13,55,EMSC,A2_noPostSNV,rbf_svm,0.974359,0.979243,0.968007
Clear+BandShift,EMSC,13,55,EMSC,A2_noPostSNV,rbf_svm,0.717949,0.542205,0.637363
Clear,EMSC,13,55,EMSC,A2_noPostSNV,rf,0.948718,0.927391,0.935961
Clear+BandShift,EMSC,13,55,EMSC,A2_noPostSNV,rf,0.897436,0.892402,0.869674
Clear,Detrend,13,55,Detrend,A2_noPostSNV,svm,0.820513,0.820124,0.776778
Clear+BandShift,Detrend,13,55,Detrend,A2_noPostSNV,svm,0.333333,0.174185,0.134073
Clear,Detrend,13,55,Detrend,A2_noPostSNV,rbf_svm,0.794872,0.777251,0.742149
Clear+BandShift,Detrend,13,55,Detrend,A2_noPostSNV,rbf_svm,0.358974,0.225060,0.222488
Clear,Detrend,13,55,Detrend,A2_noPostSNV,rf,0.948718,0.956349,0.935802
Clear+BandShift,Detrend,13,55,Detrend,A2_noPostSNV,rf,0.897436,0.900219,0.870432
Clear,USP,14,56,none,A_postSNV,svm,1.000000,1.000000,1.000000
Clear+BandShift,USP,14,56,none,A_postSNV,svm,1.000000,1.000000,1.000000
Clear,USP,14,56,none,A_postSNV,rbf_svm,0.974359,0.973545,0.967742
Clear+BandShift,USP,14,56,none,A_postSNV,rbf_svm,0.974359,0.973545,0.967742
Clear,USP,14,56,none,A_postSNV,rf,0.871795,0.873810,0.837635
Clear+BandShift,USP,14,56,none,A_postSNV,rf,0.871795,0.873810,0.837635
Clear,SNV,14,56,SNV,A2_noPostSNV,svm,0.974359,0.978408,0.967980
Clear+BandShift,SNV,14,56,SNV,A2_noPostSNV,svm,0.615385,0.496449,0.530498
Clear,SNV,14,56,SNV,A2_noPostSNV,rbf_svm,0.948718,0.958821,0.935377
Clear+BandShift,SNV,14,56,SNV,A2_noPostSNV,rbf_svm,0.307692,0.105133,0.036597
Clear,SNV,14,56,SNV,A2_noPostSNV,rf,0.897436,0.892857,0.871711
Clear+BandShift,SNV,14,56,SNV,A2_noPostSNV,rf,0.846154,0.831385,0.806131
Clear,SG1,14,56,SG1,A2_noPostSNV,svm,0.923077,0.918819,0.903624
Clear+BandShift,SG1,14,56,SG1,A2_noPostSNV,svm,0.282051,0.073333,0.000000
Clear,SG1,14,56,SG1,A2_noPostSNV,rbf_svm,0.871795,0.885483,0.838710
Clear+BandShift,SG1,14,56,SG1,A2_noPostSNV,rbf_svm,0.230769,0.131624,0.097918
Clear,SG1,14,56,SG1,A2_noPostSNV,rf,0.948718,0.942520,0.935162
Clear+BandShift,SG1,14,56,SG1,A2_noPostSNV,rf,0.666667,0.522516,0.567775
Clear,EMSC,14,56,EMSC,A2_noPostSNV,svm,0.897436,0.916419,0.873171
Clear+BandShift,EMSC,14,56,EMSC,A2_noPostSNV,svm,0.666667,0.639985,0.595048
Clear,EMSC,14,56,EMSC,A2_noPostSNV,rbf_svm,0.897436,0.904594,0.872026
Clear+BandShift,EMSC,14,56,EMSC,A2_noPostSNV,rbf_svm,0.512821,0.410854,0.353403
Clear,EMSC,14,56,EMSC,A2_noPostSNV,rf,0.948718,0.939875,0.935590
Clear+BandShift,EMSC,14,56,EMSC,A2_noPostSNV,rf,0.820513,0.797679,0.773632
Clear,Detrend,14,56,Detrend,A2_noPostSNV,svm,0.897436,0.877044,0.871287
Clear+BandShift,Detrend,14,56,Detrend,A2_noPostSNV,svm,0.307692,0.108317,0.048780
Clear,Detrend,14,56,Detrend,A2_noPostSNV,rbf_svm,0.897436,0.894143,0.871711
Clear+BandShift,Detrend,14,56,Detrend,A2_noPostSNV,rbf_svm,0.410256,0.258406,0.281250
Clear,Detrend,14,56,Detrend,A2_noPostSNV,rf,1.000000,1.000000,1.000000
Clear+BandShift,Detrend,14,56,Detrend,A2_noPostSNV,rf,0.897436,0.878790,0.870216
Clear,USP,15,57,none,A_postSNV,svm,0.974359,0.978408,0.967980
Clear+BandShift,USP,15,57,none,A_postSNV,svm,0.974359,0.978408,0.967980
Clear,USP,15,57,none,A_postSNV,rbf_svm,0.948718,0.946662,0.936378
Clear+BandShift,USP,15,57,none,A_postSNV,rbf_svm,0.948718,0.946662,0.936378
Clear,USP,15,57,none,A_postSNV,rf,0.948718,0.955320,0.936275
Clear+BandShift,USP,15,57,none,A_postSNV,rf,0.948718,0.946662,0.936378
Clear,SNV,15,57,SNV,A2_noPostSNV,svm,0.923077,0.927054,0.904878
Clear+BandShift,SNV,15,57,SNV,A2_noPostSNV,svm,0.666667,0.610450,0.594724
Clear,SNV,15,57,SNV,A2_noPostSNV,rbf_svm,0.923077,0.935933,0.904098
Clear+BandShift,SNV,15,57,SNV,A2_noPostSNV,rbf_svm,0.333333,0.162247,0.077343
Clear,SNV,15,57,SNV,A2_noPostSNV,rf,0.923077,0.907700,0.903941
Clear+BandShift,SNV,15,57,SNV,A2_noPostSNV,rf,0.923077,0.924295,0.903862
Clear,SG1,15,57,SG1,A2_noPostSNV,svm,0.897436,0.874572,0.870754
Clear+BandShift,SG1,15,57,SG1,A2_noPostSNV,svm,0.256410,0.068027,-0.028182
Clear,SG1,15,57,SG1,A2_noPostSNV,rbf_svm,0.846154,0.853989,0.805000
Clear+BandShift,SG1,15,57,SG1,A2_noPostSNV,rbf_svm,0.179487,0.091932,0.049505
Clear,SG1,15,57,SG1,A2_noPostSNV,rf,0.897436,0.868028,0.870968
Clear+BandShift,SG1,15,57,SG1,A2_noPostSNV,rf,0.769231,0.635489,0.708955
Clear,EMSC,15,57,EMSC,A2_noPostSNV,svm,0.897436,0.894515,0.873990
Clear+BandShift,EMSC,15,57,EMSC,A2_noPostSNV,svm,0.717949,0.671334,0.652913
Clear,EMSC,15,57,EMSC,A2_noPostSNV,rbf_svm,0.974359,0.978408,0.967980
Clear+BandShift,EMSC,15,57,EMSC,A2_noPostSNV,rbf_svm,0.794872,0.671958,0.735144
Clear,EMSC,15,57,EMSC,A2_noPostSNV,rf,0.948718,0.926556,0.935908
Clear+BandShift,EMSC,15,57,EMSC,A2_noPostSNV,rf,0.846154,0.763256,0.804348
Clear,Detrend,15,57,Detrend,A2_noPostSNV,svm,0.846154,0.810271,0.808667
Clear+BandShift,Detrend,15,57,Detrend,A2_noPostSNV,svm,0.282051,0.177429,0.120773
Clear,Detrend,15,57,Detrend,A2_noPostSNV,rbf_svm,0.846154,0.848182,0.804511
Clear+BandShift,Detrend,15,57,Detrend,A2_noPostSNV,rbf_svm,0.333333,0.218915,0.199052
Clear,Detrend,15,57,Detrend,A2_noPostSNV,rf,0.948718,0.952643,0.935644
Clear+BandShift,Detrend,15,57,Detrend,A2_noPostSNV,rf,0.897436,0.855420,0.871499
Clear,USP,16,58,none,A_postSNV,svm,0.974359,0.978408,0.967980
Clear+BandShift,USP,16,58,none,A_postSNV,svm,0.974359,0.978408,0.967980
Clear,USP,16,58,none,A_postSNV,rbf_svm,0.923077,0.931356,0.903862
Clear+BandShift,USP,16,58,none,A_postSNV,rbf_svm,0.923077,0.931356,0.903862
Clear,USP,16,58,none,A_postSNV,rf,0.948718,0.951994,0.935697
Clear+BandShift,USP,16,58,none,A_postSNV,rf,0.948718,0.951994,0.935697
Clear,SNV,16,58,SNV,A2_noPostSNV,svm,0.974359,0.978408,0.967980
Clear+BandShift,SNV,16,58,SNV,A2_noPostSNV,svm,0.769231,0.722095,0.717846
Clear,SNV,16,58,SNV,A2_noPostSNV,rbf_svm,0.871795,0.901353,0.838710
Clear+BandShift,SNV,16,58,SNV,A2_noPostSNV,rbf_svm,0.358974,0.203555,0.117647
Clear,SNV,16,58,SNV,A2_noPostSNV,rf,0.948718,0.951994,0.935697
Clear+BandShift,SNV,16,58,SNV,A2_noPostSNV,rf,0.871795,0.825962,0.838442
Clear,SG1,16,58,SG1,A2_noPostSNV,svm,0.846154,0.815307,0.808197
Clear+BandShift,SG1,16,58,SG1,A2_noPostSNV,svm,0.230769,0.062500,-0.062670
Clear,SG1,16,58,SG1,A2_noPostSNV,rbf_svm,0.820513,0.829949,0.775493
Clear+BandShift,SG1,16,58,SG1,A2_noPostSNV,rbf_svm,0.179487,0.090965,0.050228
Clear,SG1,16,58,SG1,A2_noPostSNV,rf,0.897436,0.868028,0.870968
Clear+BandShift,SG1,16,58,SG1,A2_noPostSNV,rf,0.538462,0.450794,0.423645
Clear,EMSC,16,58,EMSC,A2_noPostSNV,svm,0.948718,0.957672,0.936170
Clear+BandShift,EMSC,16,58,EMSC,A2_noPostSNV,svm,0.897436,0.902044,0.873786
Clear,EMSC,16,58,EMSC,A2_noPostSNV,rbf_svm,0.923077,0.920635,0.904334
Clear+BandShift,EMSC,16,58,EMSC,A2_noPostSNV,rbf_svm,0.794872,0.703439,0.735593
Clear,EMSC,16,58,EMSC,A2_noPostSNV,rf,0.948718,0.951994,0.935697
Clear+BandShift,EMSC,16,58,EMSC,A2_noPostSNV,rf,0.897436,0.900300,0.871074
Clear,Detrend,16,58,Detrend,A2_noPostSNV,svm,0.923077,0.914050,0.904255
Clear+BandShift,Detrend,16,58,Detrend,A2_noPostSNV,svm,0.230769,0.066667,-0.041852
Clear,Detrend,16,58,Detrend,A2_noPostSNV,rbf_svm,0.794872,0.786044,0.742362
Clear+BandShift,Detrend,16,58,Detrend,A2_noPostSNV,rbf_svm,0.410256,0.241117,0.289786
Clear,Detrend,16,58,Detrend,A2_noPostSNV,rf,0.948718,0.952643,0.935644
Clear+BandShift,Detrend,16,58,Detrend,A2_noPostSNV,rf,0.897436,0.855420,0.871499
Clear,USP,17,59,none,A_postSNV,svm,0.948718,0.947352,0.935590
Clear+BandShift,USP,17,59,none,A_postSNV,svm,0.948718,0.947352,0.935590
Clear,USP,17,59,none,A_postSNV,rbf_svm,0.923077,0.910914,0.904098
Clear+BandShift,USP,17,59,none,A_postSNV,rbf_svm,0.897436,0.895277,0.871921
Clear,USP,17,59,none,A_postSNV,rf,0.871795,0.851020,0.838710
Clear+BandShift,USP,17,59,none,A_postSNV,rf,0.846154,0.836020,0.807882
Clear,SNV,17,59,SNV,A2_noPostSNV,svm,0.871795,0.858214,0.842105
Clear+BandShift,SNV,17,59,SNV,A2_noPostSNV,svm,0.743590,0.644405,0.681112
Clear,SNV,17,59,SNV,A2_noPostSNV,rbf_svm,0.923077,0.919974,0.903545
Clear+BandShift,SNV,17,59,SNV,A2_noPostSNV,rbf_svm,0.410256,0.234848,0.204787
Clear,SNV,17,59,SNV,A2_noPostSNV,rf,0.948718,0.936363,0.935750
Clear+BandShift,SNV,17,59,SNV,A2_noPostSNV,rf,0.820513,0.786588,0.773067
Clear,SG1,17,59,SG1,A2_noPostSNV,svm,0.846154,0.825397,0.804348
Clear+BandShift,SG1,17,59,SG1,A2_noPostSNV,svm,0.282051,0.073333,0.000000
Clear,SG1,17,59,SG1,A2_noPostSNV,rbf_svm,0.717949,0.698934,0.643095
Clear+BandShift,SG1,17,59,SG1,A2_noPostSNV,rbf_svm,0.205128,0.108333,0.071429
Clear,SG1,17,59,SG1,A2_noPostSNV,rf,0.846154,0.835259,0.804184
Clear+BandShift,SG1,17,59,SG1,A2_noPostSNV,rf,0.641026,0.559560,0.547639
Clear,EMSC,17,59,EMSC,A2_noPostSNV,svm,0.897436,0.903559,0.872236
Clear+BandShift,EMSC,17,59,EMSC,A2_noPostSNV,svm,0.692308,0.606139,0.624398
Clear,EMSC,17,59,EMSC,A2_noPostSNV,rbf_svm,0.897436,0.899303,0.871921
Clear+BandShift,EMSC,17,59,EMSC,A2_noPostSNV,rbf_svm,0.666667,0.610989,0.575021
Clear,EMSC,17,59,EMSC,A2_noPostSNV,rf,0.871795,0.857890,0.839242
Clear+BandShift,EMSC,17,59,EMSC,A2_noPostSNV,rf,0.794872,0.713445,0.741294
Clear,Detrend,17,59,Detrend,A2_noPostSNV,svm,0.871795,0.850821,0.836683
Clear+BandShift,Detrend,17,59,Detrend,A2_noPostSNV,svm,0.538462,0.343544,0.376554
Clear,Detrend,17,59,Detrend,A2_noPostSNV,rbf_svm,0.794872,0.764784,0.740433
Clear+BandShift,Detrend,17,59,Detrend,A2_noPostSNV,rbf_svm,0.410256,0.258525,0.283546
Clear,Detrend,17,59,Detrend,A2_noPostSNV,rf,0.897436,0.878131,0.871393
Clear+BandShift,Detrend,17,59,Detrend,A2_noPostSNV,rf,0.871795,0.791744,0.836957
Clear,USP,18,60,none,A_postSNV,svm,0.974359,0.957672,0.967928
Clear+BandShift,USP,18,60,none,A_postSNV,svm,1.000000,1.000000,1.000000
Clear,USP,18,60,none,A_postSNV,rbf_svm,0.923077,0.937255,0.904568
Clear+BandShift,USP,18,60,none,A_postSNV,rbf_svm,0.923077,0.937255,0.904568
Clear,USP,18,60,none,A_postSNV,rf,0.923077,0.937255,0.904568
Clear+BandShift,USP,18,60,none,A_postSNV,rf,0.897436,0.888770,0.872549
Clear,SNV,18,60,SNV,A2_noPostSNV,svm,0.897436,0.920985,0.873274
Clear+BandShift,SNV,18,60,SNV,A2_noPostSNV,svm,0.641026,0.575418,0.561093
Clear,SNV,18,60,SNV,A2_noPostSNV,rbf_svm,0.871795,0.903261,0.840816
Clear+BandShift,SNV,18,60,SNV,A2_noPostSNV,rbf_svm,0.333333,0.171627,0.081522
Clear,SNV,18,60,SNV,A2_noPostSNV,rf,0.923077,0.937255,0.904568
Clear+BandShift,SNV,18,60,SNV,A2_noPostSNV,rf,0.897436,0.896675,0.871921
Clear,SG1,18,60,SG1,A2_noPostSNV,svm,0.948718,0.936332,0.935108
Clear+BandShift,SG1,18,60,SG1,A2_noPostSNV,svm,0.205128,0.056738,-0.083333
Clear,SG1,18,60,SG1,A2_noPostSNV,rbf_svm,0.871795,0.862397,0.839109
Clear+BandShift,SG1,18,60,SG1,A2_noPostSNV,rbf_svm,0.153846,0.067460,0.021293
Clear,SG1,18,60,SG1,A2_noPostSNV,rf,0.897436,0.894927,0.872964
Clear+BandShift,SG1,18,60,SG1,A2_noPostSNV,rf,0.538462,0.441138,0.438400
Clear,EMSC,18,60,EMSC,A2_noPostSNV,svm,0.871795,0.904630,0.841721
Clear+BandShift,EMSC,18,60,EMSC,A2_noPostSNV,svm,0.769231,0.753027,0.714402
Clear,EMSC,18,60,EMSC,A2_noPostSNV,rbf_svm,0.897436,0.920985,0.873274
Clear+BandShift,EMSC,18,60,EMSC,A2_noPostSNV,rbf_svm,0.692308,0.581343,0.609023
Clear,EMSC,18,60,EMSC,A2_noPostSNV,rf,0.923077,0.937255,0.904568
Clear+BandShift,EMSC,18,60,EMSC,A2_noPostSNV,rf,0.846154,0.805445,0.806131
Clear,Detrend,18,60,Detrend,A2_noPostSNV,svm,0.794872,0.790807,0.744262
Clear+BandShift,Detrend,18,60,Detrend,A2_noPostSNV,svm,0.205128,0.057971,-0.085278
Clear,Detrend,18,60,Detrend,A2_noPostSNV,rbf_svm,0.871795,0.862397,0.839109
Clear+BandShift,Detrend,18,60,Detrend,A2_noPostSNV,rbf_svm,0.282051,0.168152,0.136759
Clear,Detrend,18,60,Detrend,A2_noPostSNV,rf,0.897436,0.883371,0.871816
Clear+BandShift,Detrend,18,60,Detrend,A2_noPostSNV,rf,0.846154,0.778704,0.804511
Clear,USP,19,61,none,A_postSNV,svm,0.974359,0.957672,0.967928
Clear+BandShift,USP,19,61,none,A_postSNV,svm,0.974359,0.957672,0.967928
Clear,USP,19,61,none,A_postSNV,rbf_svm,0.948718,0.941799,0.935908
Clear+BandShift,USP,19,61,none,A_postSNV,rbf_svm,0.948718,0.941799,0.935908
Clear,USP,19,61,none,A_postSNV,rf,0.948718,0.941799,0.935908
Clear+BandShift,USP,19,61,none,A_postSNV,rf,0.948718,0.941799,0.935908
Clear,SNV,19,61,SNV,A2_noPostSNV,svm,0.974359,0.957672,0.967928
Clear+BandShift,SNV,19,61,SNV,A2_noPostSNV,svm,0.615385,0.528371,0.531250
Clear,SNV,19,61,SNV,A2_noPostSNV,rbf_svm,0.974359,0.974235,0.967715
Clear+BandShift,SNV,19,61,SNV,A2_noPostSNV,rbf_svm,0.410256,0.259933,0.196956
Clear,SNV,19,61,SNV,A2_noPostSNV,rf,0.974359,0.976912,0.967769
Clear+BandShift,SNV,19,61,SNV,A2_noPostSNV,rf,0.974359,0.959420,0.967662
Clear,SG1,19,61,SG1,A2_noPostSNV,svm,0.897436,0.879055,0.869892
Clear+BandShift,SG1,19,61,SG1,A2_noPostSNV,svm,0.205128,0.056738,-0.098093
Clear,SG1,19,61,SG1,A2_noPostSNV,rbf_svm,0.948718,0.951178,0.935270
Clear+BandShift,SG1,19,61,SG1,A2_noPostSNV,rbf_svm,0.179487,0.091932,0.046600
Clear,SG1,19,61,SG1,A2_noPostSNV,rf,0.974359,0.973545,0.967742
Clear+BandShift,SG1,19,61,SG1,A2_noPostSNV,rf,0.615385,0.470490,0.502974
